Nhân viên@@['Dịch vụ khách hàng', 'Quảng cáo / Đối ngoại / Truyền Thông', 'Truyền hình / Báo chí / Biên tập']@19/12/2021@Hà Nội@@@@Nhân viên chính thức@Công ty Cổ phần Dư Kim - Thương hiệu thời trang IVY moda@Chuyên viên Digital Marketing
Nhân viên@@['Kế toán / Kiểm toán', 'Ngân hàng', 'Thống kê']@19/12/2021@Hà Nội@@@@Nhân viên chính thức@Công ty Tài chính TNHH MB SHINSEI (MCREDIT)@Chuyên viên thanh toán
@2 - 4 Năm@['Cơ khí / Ô tô / Tự động hóa', 'Điện / Điện tử / Điện lạnh', 'Mỹ thuật / Nghệ thuật / Thiết kế']@19/12/2021@Bình Dương@Cao đẳng@@25 - 40@Nhân viên chính thức@CÔNG TY CỔ PHẦN SẢN XUẤT LỌC KHÍ VIỆT@Kỹ Sư Kỹ Thuật Cơ Khí
@1 - 3 Năm@['Dệt may / Da giày / Thời trang']@19/12/2021@Hà Nội@Cao đẳng@@21 - 32@Nhân viên chính thức@HS-GOLF Vietnam@Nhân Viên Logistics Full-Time Tại Nam Từ Liêm
@1 - 0 Năm@['Hành chính / Thư ký', 'Nhân sự']@19/12/2021@Hà Nội@@@22 - 30@Nhân viên chính thức@CÔNG TY CỔ PHẦN GIÁO DỤC VÀ CÔNG NGHỆ HÙNG VƯƠNG@[HN11] Hành chính nhân sự
@1 - 0 Năm@['Hành chính / Thư ký', 'Nhân sự']@19/12/2021@Hà Nội@Trung cấp@@22 - 28@Nhân viên chính thức@CÔNG TY CỔ PHẦN GIÁO DỤC VÀ CÔNG NGHỆ HÙNG VƯƠNG@[HN11] Chuyên viên tuyển dụng
@5 - 0 Năm@['Điện / Điện tử / Điện lạnh', 'Sản xuất / Vận hành sản xuất']@19/12/2021@Phú Thọ@Cao đẳng@@Không giới hạn tuổi@Nhân viên chính thức@PERSOLKELLY Vietnam@Quản lý thiết bị - TIẾNG TRUNG, Nhà máy mới
@1 - 3 Năm@['Bưu chính viễn thông', 'Quản lý điều hành']@19/12/2021@Vĩnh Phúc@Cao đẳng@@25 - 40@Nhân viên chính thức@Công ty Cổ Phần Viễn Thông FPT - Chi nhánh Vĩnh Phúc@Trưởng văn phòng giao dịch - Yên Lạc, Vĩnh Phúc
Nhân viên@@['Thực phẩm & Đồ uống', 'Dịch vụ khách hàng', 'Bán hàng / Kinh doanh']@19/12/2021@Bình Dương, Bình Phước@@@@Nhân viên chính thức@Heineken Vietnam Brewery@Đại Diện Tiêu Thụ (Sales Representative) - Khu vực Bình Dương/ Bình Phước
Giám đốc@@['Cơ khí / Ô tô / Tự động hóa', 'Tài chính / Đầu tư', 'Thu mua / Vật tư']@19/12/2021@Bình Dương@@@@Nhân viên chính thức@Techtronic Industries Vietnam Manufacturing Company Limited@MPS/MPC Sr. Manager
@1 - 3 Năm@['Bán hàng / Kinh doanh', 'Dịch vụ khách hàng', 'Thực phẩm & Đồ uống']@19/12/2021@Hà Nội@@Nam@Không giới hạn tuổi@Nhân viên chính thức@Công Ty Cổ Phần Foody@Nhân Viên Phát Triển Kinh Doanh Thị Trường - Hà Nội (ShopeeFood)
@1 - 3 Năm@['Tiếp thị / Marketing', 'Mỹ thuật / Nghệ thuật / Thiết kế']@19/12/2021@Hồ Chí Minh@@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH 4 PIXOS@Multimedia Design Executive
@2 - 0 Năm@['CNTT - Phần mềm']@19/12/2021@Hồ Chí Minh@Đại học@@24 - 30@Nhân viên chính thức@Công Ty TNHH MTV Wacontre@[Quận 1-HCM] Data Engineer（Java）
Nhân viên@@['Dịch vụ khách hàng', 'Quản lý chất lượng (QA/QC)', 'Tiếp thị / Marketing']@19/12/2021@Hà Nội@@@@Nhân viên chính thức@Tập Đoàn Karofi Holding@Nhân Viên QC Dịch Vụ (Eco 248)
@2 - 5 Năm@['CNTT - Phần mềm']@19/12/2021@Hồ Chí Minh@Đại học@@22 - 35@Nhân viên chính thức, Thực tập@Công ty CP Holding Năm Con Cá@FULL STACK DEVELOPER
Sinh viên/ Thực tập sinh@@['Giáo dục / Đào tạo']@19/12/2021@Hà Nội@Trung cấp@@20 - 28@Bán thời gian@CÔNG TY CỔ PHẦN GIÁO DỤC VÀ CÔNG NGHỆ HÙNG VƯƠNG@[HN11] CTV Hỗ trợ Test online
Nhân viên@@['Bán hàng / Kinh doanh', 'Tư vấn', 'Bất động sản']@19/12/2021@Hồ Chí Minh@@@Không giới hạn tuổi@Nhân viên chính thức@Tập đoàn Bất Động sản An Gia - Sales Center@Chuyên Viên Tư Vấn Bất Động Sản
@1 - 0 Năm@['Tiếp thị / Marketing', 'Truyền hình / Báo chí / Biên tập', 'Quảng cáo / Đối ngoại / Truyền Thông']@19/12/2021@Hồ Chí Minh@Cao đẳng@@25 - 30@Nhân viên chính thức@CÔNG TY CỔ PHẦN AURA CAPITAL@Chuyên viên truyền thông
@2 - 5 Năm@['Hành chính / Thư ký', 'Kế toán / Kiểm toán', 'Thu mua / Vật tư']@19/12/2021@Hà Nội@@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH CÔNG NGHỆ VÀ XÉT NGHIỆM Y HỌC@Nhân viên mua hàng
@1 - 2 Năm@['Giáo dục / Đào tạo', 'Quản lý điều hành', 'Nhân sự']@19/12/2021@Hà Nội@Đại học@@22 - 30@Nhân viên chính thức@CÔNG TY CỔ PHẦN CÔNG NGHỆ LKO VIỆT NAM@Chuyên viên tuyển dụng ( Giáo viên )
Nhân viên@@['Điện / Điện tử / Điện lạnh', 'Cơ khí / Ô tô / Tự động hóa', 'Bảo trì / Sửa chữa']@19/12/2021@Đồng Nai@@@@Nhân viên chính thức@Cargill Vietnam@Maintenance Staff/ Kỹ Sư Bảo Trì (Đồng Nai, Work on Shifts)
Nhân viên@@['Tiếp thị / Marketing', 'Bán hàng / Kinh doanh', 'Quảng cáo / Đối ngoại / Truyền Thông']@19/12/2021@Hà Nội@@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH QUỐC TẾ NEVADA@[HN] Nhân viên facebook Ads (Mảng Nha khoa)
@2 - 0 Năm@['Tài chính / Đầu tư', 'Sản xuất / Vận hành sản xuất', 'Dệt may / Da giày / Thời trang']@19/12/2021@Hà Nội@Cao đẳng@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY CỔ PHẦN TẬP ĐOÀN ABM VIỆT NAM@Nhân Viên Kế Hoạch
Nhân viên@@['Hành chính / Thư ký', 'Kế toán / Kiểm toán']@19/12/2021@Hồ Chí Minh@Trung cấp@@20 - 35@Nhân viên chính thức@CÔNG TY CỔ PHẦN XE ĐIỆN PEGA LTT@Kế toán Kho- Làm việc tại Tp HCM
@0 - 1 Năm@['Tiếp thị / Marketing', 'Bán hàng / Kinh doanh', 'Truyền hình / Báo chí / Biên tập']@19/12/2021@Hà Nội@Đại học@@Không giới hạn tuổi@Nhân viên chính thức@Công ty Cổ phần Dược Phẩm PHARVINA@Nhân viên truyền thông
@1 - 0 Năm@['Bán hàng / Kinh doanh', 'Tư vấn', 'Dịch vụ khách hàng']@19/12/2021@Hồ Chí Minh@Đại học@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH THƯƠNG MẠI LÔ HỘI@Customer Service Associates
@2 - 7 Năm@['Kế toán / Kiểm toán', 'Xây dựng', 'Bất động sản']@19/12/2021@Hồ Chí Minh@Đại học@@25 - 35@Nhân viên chính thức@Novaland Group@[NovaGroup] Chuyên viên Cao cấp Báo cáo Tài chính
Mới tốt nghiệp@@['Ngân hàng', 'Dịch vụ khách hàng', 'Mới tốt nghiệp / Thực tập']@19/12/2021@Hà Nội@@@@Nhân viên chính thức@Công ty Tài chính TNHH MB SHINSEI (MCREDIT)@Cộng tác viên Nhập liệu
@2 - 5 Năm@['Hành chính / Thư ký', 'Nhân sự']@19/12/2021@Hà Nội@Đại học@Nữ@23 - 30@Nhân viên chính thức@CÔNG TY TNHH XNK ĐIỆN MÁY DUY TÂN@Chuyên viên tuyển dụng
@1 - 0 Năm@['Giáo dục / Đào tạo', 'Quản lý điều hành', 'Biên phiên dịch']@19/12/2021@Hồ Chí Minh@@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH GIÁO DỤC VÀ THƯƠNG MẠI RIKI VIỆT NAM@Quản lý cơ sở
Nhân viên@@['Tư vấn', 'Giáo dục / Đào tạo', 'Tài chính / Đầu tư']@19/12/2021@Hà Nội@@@@Nhân viên chính thức@CÔNG TY CỔ PHẦN ĐẦU TƯ CHÂU Á THÁI BÌNH DƯƠNG@[HOT] Chuyên Viên Đào Tạo Mảng Sales
@3 - 0 Năm@['Cơ khí / Ô tô / Tự động hóa', 'Điện / Điện tử / Điện lạnh']@19/12/2021@Hà Nam@Cao đẳng@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY CỔ PHẦN TẬP ĐOÀN VIHAMARK@Nhân Viên Cơ Điện
@2 - 3 Năm@['Y tế / Chăm sóc sức khỏe']@19/12/2021@Hồ Chí Minh@Trung cấp@Nam@25 - 30@Nhân viên chính thức@Ngoc Nghia Industry - Service - Trading Joint Stock Company@Nhân viên y tế
@1 - 5 Năm@['Thực phẩm & Đồ uống', 'Nhà hàng / Khách sạn']@19/12/2021@Quốc tế@Trung cấp@@Không giới hạn tuổi@Nhân viên chính thức@Phòng Công nghiệp và Thương mại Đức (GIC/AHK Vietnam)@Đầu Bếp
Nhân viên@@['Bán hàng / Kinh doanh', 'Hóa học']@19/12/2021@Hà Nội@@@@Nhân viên chính thức@Công Ty CP XNK Hóa Chất & Thiết Bị Kim Ngưu@Nhân viên kinh doanh hóa chất và thiết bị phòng Lab
@2 - 0 Năm@['Dệt may / Da giày / Thời trang']@19/12/2021@Nghệ An@@@Không giới hạn tuổi@Nhân viên chính thức@Công Ty Cổ phần tập đoàn An Hưng@Giám Đốc Chất Lượng
@3 - 7 Năm@['Mỹ thuật / Nghệ thuật / Thiết kế', 'Kiến trúc', 'Nội ngoại thất']@19/12/2021@Hồ Chí Minh@Đại học@@28 - 40@Nhân viên chính thức@ABTech Interior Decoration &  Manufacturing Company Limited@Trưởng phòng sáng tạo _ thiết kế Nội Thất
@1 - 2 Năm@['Tiếp thị / Marketing', 'Dịch vụ khách hàng', 'Dệt may / Da giày / Thời trang']@19/12/2021@Hà Nội@Cao đẳng@@Không giới hạn tuổi@Nhân viên chính thức@Công Ty Cổ Phần Quince Việt Nam@Customer Service
@2 - 3 Năm@['Hành chính / Thư ký', 'Nhân sự']@19/12/2021@Hà Nội@@@Không giới hạn tuổi@Nhân viên chính thức@Công ty Cổ Phần Thương Mại Và Dịch Vụ Công Nghệ VelaCorp@IT Recruiter
Nhân viên@@['Tài chính / Đầu tư', 'Kế toán / Kiểm toán', 'Ngân hàng']@19/12/2021@Hồ Chí Minh@@@Không giới hạn tuổi@Nhân viên chính thức@Tổ Hợp Công Nghệ Giáo Dục Topica@Financial Specialist
@3 - 5 Năm@['Kế toán / Kiểm toán']@19/12/2021@Hồ Chí Minh@Đại học@Nam@Không giới hạn tuổi@Nhân viên chính thức@Công Ty TNHH Dịch Vụ Kiểm Nghiệm Hiện Đại (Việt Nam)@Kế toán tổng hợp (Nam)
@3 - 4 Năm@['Vận chuyển / Giao nhận / Kho vận', 'CNTT - Phần mềm', 'Mỹ thuật / Nghệ thuật / Thiết kế']@19/12/2021@Hồ Chí Minh@Đại học@@Không giới hạn tuổi@Nhân viên chính thức@Công ty Cổ Phần Công Nghệ EcoTruck@UI/UX Designer (Product Designer)
Nhân viên@@['Tiếp thị / Marketing', 'Bán hàng / Kinh doanh', 'Bất động sản']@19/12/2021@Hà Nội@@Nữ@22 - 32@Nhân viên chính thức@Công ty cổ phần giải pháp công nghệ bất đông sản và đầu tư RETI@Nhân viên Telesales
@0 - 1 Năm@['Bán lẻ / Bán sỉ', 'Bán hàng / Kinh doanh', 'Dệt may / Da giày / Thời trang']@19/12/2021@Hà Nội@Đại học@@20 - 32@Nhân viên chính thức@CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL@Nhân Viên Bán Hàng MLB Tràng Tiền
@3 - 7 Năm@['Kế toán / Kiểm toán', 'Tài chính / Đầu tư', 'Bất động sản']@19/12/2021@Hồ Chí Minh@Đại học@@25 - 35@Nhân viên chính thức@Novaland Group@Chuyên viên Cao cấp Kiểm soát Tài chính
@0 - 1 Năm@['CNTT - Phần mềm', 'CNTT - Phần cứng / Mạng']@19/12/2021@Cần Thơ@@@Không giới hạn tuổi@Nhân viên chính thức@Công Ty Cổ Phần Giải Pháp Thanh Toán Số@IT SUPPORT/HELPDESK
@5 - 10 Năm@['Bán hàng / Kinh doanh', 'Dịch vụ khách hàng', 'Quản lý điều hành']@19/12/2021@Hồ Chí Minh@@@Không giới hạn tuổi@Nhân viên chính thức@PMAX - Total Performance Marketing Company@Ecommerce Solution Head
Quản lý@@['Cơ khí / Ô tô / Tự động hóa', 'Sản xuất / Vận hành sản xuất', 'Đồ gỗ']@19/12/2021@Kon Tum@@@@Nhân viên chính thức@Công Ty TNHH MTV Năng Lượng An Việt Phát@Phó Quản Lý Nhà Máy KonTum
Nhân viên@@['Bán lẻ / Bán sỉ', 'Bán hàng / Kinh doanh']@19/12/2021@Hà Nội@@@@Nhân viên chính thức@Công Ty Cổ Phần Bóng Đèn Điện Quang@Nhân Viên Bán Hàng
@1 - 3 Năm@['Kế toán / Kiểm toán']@19/12/2021@Hà Nội@Đại học@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY CP ĐẦU TƯ XÂY DỰNG VÀ CƠ ĐIỆN IEC@KẾ TOÁN NỘI BỘ
Trưởng nhóm / Giám sát@@['CNTT - Phần mềm', 'Ngân hàng', 'Tài chính / Đầu tư']@19/12/2021@Hồ Chí Minh@@@@Nhân viên chính thức@FE CREDIT@Business Analytics Expert
@3 - 0 Năm@['Quản lý điều hành', 'Kế toán / Kiểm toán', 'Dệt may / Da giày / Thời trang']@19/12/2021@Hà Nội@@@> 30@Nhân viên chính thức@Công ty cổ phần Nu Việt Nam@Trưởng Phòng Kế Toán (May Mặc)
@2 - 3 Năm@['Vận chuyển / Giao nhận / Kho vận', 'Kế toán / Kiểm toán']@19/12/2021@Hồ Chí Minh@Đại học@Nam@35 - 50@Nhân viên chính thức@Công Ty TNHH TM & XNK Nhất Lâm@Kế toán kho Hiệp Phước
@1 - 2 Năm@['Thu mua / Vật tư']@19/12/2021@Đồng Nai@Cao đẳng@@22 - 28@Nhân viên chính thức@LIXIL Global Manufacturing Vietnam@Nhân Viên Thu Mua
@3 - 5 Năm@['Dịch vụ khách hàng', 'Bất động sản']@19/12/2021@Hồ Chí Minh@Đại học@Nữ@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY CỔ PHẦN TẬP ĐOÀN BẤT ĐỌNG SẢN TLM@Trưởng Phòng Dịch Vụ Khách Hàng
@1 - 3 Năm@['Tiếp thị / Marketing', 'Tiếp thị trực tuyến', 'Nhà hàng / Khách sạn']@19/12/2021@Hồ Chí Minh@Đại học@@23 - 35@Nhân viên chính thức@Công Ty Cổ Phần Du Lịch Thành Thành Công@CONTENT WRITER
@0 - 2 Năm@['Ngân hàng', 'Tài chính / Đầu tư']@19/12/2021@Hồ Chí Minh@Đại học@@Không giới hạn tuổi@Nhân viên chính thức@Ngân Hàng Thương Mại Cổ Phần Bảo Việt@Chuyên Viên Phê Duyệt Tín Dụng Doanh Nghiệp
@3 - 5 Năm@['Dịch vụ khách hàng', 'Nhà hàng / Khách sạn']@19/12/2021@Hồ Chí Minh@Cao đẳng@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH AB BEAUTY WORLD@TRƯỞNG PHÒNG KINH DOANH
@1 - 3 Năm@['Tiếp thị trực tuyến', 'Quảng cáo / Đối ngoại / Truyền Thông']@19/12/2021@Hồ Chí Minh@Trung cấp@@19 - 30@Nhân viên chính thức@CÔNG TY TNHH MTV Tin Học Á Đông Vi Na@Nhân viên livestream giới thiệu sản phẩm
@2 - 0 Năm@['Ngành khác']@19/12/2021@Hồ Chí Minh@Khác@Nam@25 - 35@Nhân viên chính thức@Công Ty Cổ Phần Tập Đoàn Đèo Cả@Lái xe văn phòng
@2 - 3 Năm@['Cơ khí / Ô tô / Tự động hóa', 'Bảo trì / Sửa chữa', 'Sản xuất / Vận hành sản xuất']@19/12/2021@Bắc Ninh@@Nam@26 - 38@Nhân viên chính thức@CÔNG TY CP ĐẦU TƯ VÀ THƯƠNG MẠI NGÔI SAO@Kỹ sư cơ khí
Nhân viên@@['Tiếp thị / Marketing', 'Bán hàng / Kinh doanh']@19/12/2021@Hà Nội@@Nữ@21 - 30@Nhân viên chính thức@CÔNG TY CỔ PHẦN FREEDY@Cửa hàng trưởng
@2 - 3 Năm@['Bán hàng / Kinh doanh', 'Tư vấn', 'Dịch vụ khách hàng']@19/12/2021@Bình Dương@Trung cấp@@25 - 35@Nhân viên chính thức@CÔNG TY CỔ PHẦN VUA NỆM@Cửa Hàng Trưởng Bình Dương
@2 - 3 Năm@['Bán lẻ / Bán sỉ', 'Bán hàng / Kinh doanh', 'Dệt may / Da giày / Thời trang']@19/12/2021@Hồ Chí Minh@Cao đẳng@Nữ@24 - 30@Nhân viên chính thức@Sơn Kim Mode@Product Planner (Fashion)
Nhân viên@@['Cơ khí / Ô tô / Tự động hóa', 'Điện / Điện tử / Điện lạnh', 'Bảo trì / Sửa chữa']@19/12/2021@Bình Dương, Bình Phước@Cao đẳng@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH TOP GLOVE VIỆT NAM@AUTOMATION ENGINEER
@1 - 2 Năm@['Bán hàng / Kinh doanh', 'Tư vấn', 'Dịch vụ khách hàng']@19/12/2021@Bình Dương@Trung học@@22 - 28@Nhân viên chính thức@CÔNG TY CỔ PHẦN VUA NỆM@Nhân Viên Bán Hàng Bình Dương
@0 - 0 Năm@['Vận chuyển / Giao nhận / Kho vận', 'Xuất nhập khẩu', 'Thu mua / Vật tư']@19/12/2021@Bình Dương@Đại học@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH TOP GLOVE VIỆT NAM@LOGISTICS EXECUTIVE - XUẤT NHẬP KHẨU
@2 - 3 Năm@['Tiếp thị / Marketing', 'Bán lẻ / Bán sỉ', 'Dệt may / Da giày / Thời trang']@19/12/2021@Hồ Chí Minh@Đại học@Nữ@24 - 30@Nhân viên chính thức@Sơn Kim Mode@Category Specialist (Fashion)
@5 - 10 Năm@['Bán hàng / Kinh doanh', 'CNTT - Phần cứng / Mạng', 'Thu mua / Vật tư']@18/12/2021@Hồ Chí Minh@Đại học@Nữ@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH CÔNG NGHỆ HỒNG CƠ@Nhân viên theo dõi hợp đồng
@3 - 5 Năm@['Kế toán / Kiểm toán']@18/12/2021@Hồ Chí Minh@Cao đẳng@Nữ@22 - 30@Nhân viên chính thức@CÔNG TY TNHH CÔNG NGHỆ HỒNG CƠ@Chuyên viên kế toán
@3 - 5 Năm@['Vận chuyển / Giao nhận / Kho vận', 'Hành chính / Thư ký', 'Thu mua / Vật tư']@18/12/2021@Hồ Chí Minh@Cao đẳng@Nữ@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY TNHH CÔNG NGHỆ HỒNG CƠ@Chuyên viên mua hàng/ Phụ trách nguồn hàng nhập
@5 - 9 Năm@['Y tế / Chăm sóc sức khỏe', 'Công nghệ sinh học']@18/12/2021@Hà Nội@@@Không giới hạn tuổi@Nhân viên chính thức@Công ty Cổ phần Vật tư Khoa học BIOMEDIC@Giám đốc Trung tâm Xét nghiệm
@3 - 7 Năm@['Công nghệ sinh học', 'Điện / Điện tử / Điện lạnh', 'CNTT - Phần mềm']@18/12/2021@Hà Nội@@@Không giới hạn tuổi@Nhân viên chính thức@Công ty Cổ phần Vật tư Khoa học BIOMEDIC@Chuyên Viên Quản Lý Sản Phẩm - Thiết Bị Kỹ thuật Số
@3 - 10 Năm@['Thực phẩm & Đồ uống', 'Cơ khí / Ô tô / Tự động hóa', 'Điện / Điện tử / Điện lạnh']@18/12/2021@Bình Dương@Đại học@@Không giới hạn tuổi@Nhân viên chính thức@Tan Hiep Phat Group@Training Technical Specialist
@1 - 3 Năm@['Y tế / Chăm sóc sức khỏe']@18/12/2021@Đồng Nai@Trung cấp@Nữ@22 - 30@Nhân viên chính thức@Công Ty Cổ Phần AZB@Y TÁ CÔNG TRÌNH
@1 - 4 Năm@['Mỹ thuật / Nghệ thuật / Thiết kế']@18/12/2021@Hà Nội@Cao đẳng@@20 - 28@Nhân viên chính thức@CÔNG TY CỔ PHẦN THỜI TRANG MELYA VIỆT NAM@NHÂN VIÊN DESGINER
@1 - 3 Năm@['Y tế / Chăm sóc sức khỏe', 'Môi trường', 'An toàn lao động']@18/12/2021@Đồng Nai@Trung cấp@@22 - 35@Nhân viên chính thức@Công Ty Cổ Phần AZB@NHÂN VIÊN ADMIN (HSSE)
@1 - 5 Năm@['Tiếp thị / Marketing', 'Quảng cáo / Đối ngoại / Truyền Thông', 'Tổ chức sự kiện']@18/12/2021@Đồng Nai@Cao đẳng@@23 - 35@Nhân viên chính thức@Công ty CP Thành phố Du lịch Sinh thái Sơn Tiên@Digital Marketing
@1 - 0 Năm@['Bán hàng / Kinh doanh', 'Tư vấn', 'Dịch vụ khách hàng']@18/12/2021@Hà Nội, Bắc Ninh@Cao đẳng@@25 - 30@Nhân viên chính thức@Công ty TNHH Cơ Điện Lạnh EEP Việt Nam@NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG
Nhân viên@@['Dịch vụ khách hàng', 'Hành chính / Thư ký', 'Quản lý điều hành']@18/12/2021@Hà Nội@@@23 - 35@Nhân viên chính thức@Công ty TNHH Cơ Điện Lạnh EEP Việt Nam@TUYỂN DỤNG NHÂN VIÊN CSKH DOANH NGHIỆP FDI THU NHẬP TRÊN 20 TRIỆU
Nhân viên@@['Dịch vụ khách hàng', 'Hành chính / Thư ký', 'Nhân sự']@18/12/2021@Hà Nội@@@23 - 40@Nhân viên chính thức@Công ty TNHH Cơ Điện Lạnh EEP Việt Nam@TUYỂN DỤNG CHUYÊN VIÊN TƯ VẤN DỊCH VỤ CẢI TẠO - SỬA CHỮA - BTBD HỆ THỐNG NHÀ XƯỞNG
Nhân viên@@['Bán hàng / Kinh doanh', 'Tư vấn', 'Dịch vụ khách hàng']@18/12/2021@Hà Nội@@@Không giới hạn tuổi@Nhân viên chính thức@Công ty TNHH Cơ Điện Lạnh EEP Việt Nam@Nhân Viên Chăm Sóc Khách Hàng (Telesale) - Hà Nội
@2 - 0 Năm@['Bán hàng / Kinh doanh', 'Tư vấn', 'Dịch vụ khách hàng']@18/12/2021@Hà Nội@Cao đẳng@@Không giới hạn tuổi@Nhân viên chính thức@Công ty TNHH Cơ Điện Lạnh EEP Việt Nam@Nhân Viên Kinh Doanh Phát Triển Thị Trường - Hà Nội
@1 - 2 Năm@['CNTT - Phần mềm']@18/12/2021@Hồ Chí Minh@@@Không giới hạn tuổi@Nhân viên chính thức@CÔNG TY CỔ PHẦN EGOHITEK@Quality Control (QA, QC, Tester)
@1 - 2 Năm@['Bán lẻ / Bán sỉ', 'Bán hàng / Kinh doanh', 'Thực phẩm & Đồ uống']@18/12/2021@Hà Nội@Cao đẳng@@22 - 45@Nhân viên chính thức@Công ty TNHH MTV The Fruit Republic Cần Thơ@Sales Representative
@2 - 5 Năm@['Kế toán / Kiểm toán', 'Tài chính / Đầu tư', 'Sản xuất / Vận hành sản xuất']@18/12/2021@Hồ Chí Minh@Cao đẳng@@25 - 40@Nhân viên chính thức@Vinawood Ltd.@COST ACCOUNTANT (with wood experience)
